,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
10,"Lead Product Designer, Subscriptions",$159K-$299K (Glassdoor est.),"About Quizlet:
Help us build the AI-powered tutor that helps anyone learn anything.
Inspired by our belief that anyone can learn anything and powered by our own curiosity, we build the smartest tools we can imagine to help students learn. Quizlet is a personalized learning platform allowing students to create study questions, activities, and games or to access study sets created by teachers and other learners. Two-thirds of U.S. high school students and half of all college students the 1.5 billion students around the world already use Quizlet with 50 million students studying with us each month. , 2 million more sign up each month, and we’re on track to become the undisputed leader in user-generated learning content, at the scale of YouTube.

Now we’re building an AI-powered tutor that adapts and improves the more you use it. To serve our global community of learners, our teams tackle lofty technical challenges and design for use cases across cultures and languages. We work hard, act like owners, and collaborate every chance we get. We’re energized by the potential to power more learners and by the new lessons, we learn every day.
With offices in major cities around the world and ambitious plans for expansion, we remain grounded in our commitment to our mission of learning. We’re looking for new team members who crave a challenge and want to help us continue amplifying our impact. If you’d like to learn more, reach out at careers@quizlet.com or visit our careers page .
Check Out The Blog!

The Subscriptions team is core to Quizlet and drives business growth for the company. We take pride in keeping Quizlet free for anyone to use. Free access is made possible by our growing base of upgraded users (both students and teachers) who pay to access our premium features such as offline studying and custom creation tools.

Come help us scale one of the fastest growing and highest quality consumer learning brands, as we develop innovative simple-to-use study tools that help students everywhere.

The Role

As a Lead Product Designer on the Subscriptions team, you would work with a diverse cross-functional team to enhance the feature set and capabilities of our Go, Plus, and Teacher subscriptions, making them indispensable to our students and teachers. You’ll define what value propositions we should focus on to make our user’s lives better and to grow our subscriptions revenue dramatically.

You will be involved in every step of design, including research, ideation, mapping user flows, creating mockups and designing high-fidelity UIs across our website and native apps. You’ll bring your voice and ideas to our small, talented design team, helping to shape the future of design at Quizlet.
What you'll be doing
You’ll own large design initiatives from beginning to end
You'll partner with product management and engineering leads to define the product vision and strategy for Quizlet’s Go, Plus and Teacher subscriptions.
You'll bring clarity to ambiguous problems through user research, rapid prototyping, and in-product testing.
You'll design flows and experiences that are simple and elegant.
You'll constantly push yourself and the team to raise the design bar at Quizlet through a culture of feedback and open communication.
You'll build empathy and user insight for our users and their needs
Preferred Qualifications
You have 6+ years of design experience, working primarily in large-scale consumer web products
You have strong end-to-end design skills, including UX, UI, IxD, visual design and prototyping skills
You have experience identifying new-to-world features and delivering business results
You have experience thinking at a high level about product strategy and vision (not just “How it should look” but “What we should build.”)
You have experience building and shipping web and mobile features
You are comfortable working on a cross-functional team in a fast-paced startup environment with imperfect information and limited resources, employing a mindset of rapid prototyping and iteration


Benefits and perks:
-Collaborate with your manager and team to create a schedule that ensures a high level of productivity (creating that ideal work/life balance)
-We offer 20 days of paid vacation (and we expect you to take them)
-We’ll provide you with a laptop and monitor you’d like to go with itInclusive, top-notch benefits available to all fulltime Quizleters


Next steps:
Curious about our interview process?
-Meet with Recruiter
-Meet with Hiring Manager
-Meet with Potential Colleagues and Leadership

We strive to make everyone feel comfortable and welcome!
We work to create a holistic interview process, where both Quizlet and candidates have an opportunity to view what it would be like to work together, in exploring a mutually beneficial partnership.
We provide a transparent setting, that gives a comprehensive view of who we are!


In Closing:
We hope you are excited about everything you read so far. We highly encourage you to apply for this position, even if you feel you do not meet all the requirements. Quizlet is always looking for amazing folks that believe in our mission and can contribute to our team in various ways - not merely candidates that fit a certain mold.
We have a bias for action, take initiative, and hustle to deliver results. We make informed decisions whenever possible but are unafraid to take calculated risks on great ideas to promote learning. We embrace challenges and see effort as the path to mastery. We’re constantly seeking opportunities to learn and we embrace curiosity. Quality matters at Quizlet, and we hold the bar high on everything we do.
We treat each other with honesty and respect, encourage vigorous debate, and seek critical feedback. We value diversity, humility, transparency, and collaboration as the best paths to our success — as individuals, as a team, and as a company.

Quizlet’s success as an online learning community depends on a strong commitment to diversity, equity, and inclusion. We are actively working to build a team that is representative of the diverse communities we serve, and an open, inclusive work environment where all employees can thrive. As an equal opportunity employer and a tech company committed to societal change, we welcome applicants from all backgrounds. Women, people of color, members of the LGBTQ+ community, individuals with disabilities, and veterans are strongly encouraged to apply. Come join us!


To All Recruiters and Placement Agencies:
At this time Quizlet does not accept unsolicited agency resumes and/or profiles.
Please do not forward unsolicited agency resumes to our website or to any Quizlet employee. Quizlet will not pay fees to any third-party agency or firm nor will it be responsible for any agency fees associated with unsolicited resumes. All unsolicited resumes received will be considered the property of Quizlet.",4.3,"Quizlet LLC
4.3","San Francisco, CA",-1,51 to 200 Employees,2006,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
11,Staff UX Visual Designer,$159K-$299K (Glassdoor est.),"About the Job:

Illumina Experience Design (XD) is seeking a talented UX Visual Designer to join our growing team of user experience designers as we build best-in-class customer experiences across all Illumina software offerings. You will have the opportunity to blend business strategy and creative design to drive the future state of our product’s form and behavior in collaboration with the leadership team, design leads, and product teams. You will work alongside our brand team to translate the Illumina brand into the core product design experience enriching products through brand expression and a coherent experience across product touchpoints. You will own the creation of visually compelling UI screens, graphics, illustrations, design documentation and presentations to meet business needs and delight the audience.

All About You

Responsibilities:
Design and generate compelling visual concepts for digital UI, labeling, video storytelling, motion design and brand expression.
Design and style beautiful, useful, and usable icons.
Design attractive functional presentations, assets and slides that can wow the audience.
Collaborate closely with product designers, human factors specialists, user researchers, interaction designers, engineers, product managers and brand specialists to create compelling solutions that respond to unmet user needs.
Develop and organize detailed visual designs, written visual specifications with skill and efficacy for design project needs.
Communicate design ideas through strong ideation, sketching and illustrations skills.
Create beautiful visuals and design briefs to convey design solutions to leadership and product teams.
Bring a creative eye and craftsmanship in brand and communications design to the product teams.
Develop and deliver progress reports, requirements, documentation and presentations.
Demonstrate and promote the importance of good design and brand values.
Successfully advocate for appropriate design solutions across disciplines and stakeholders.
All listed tasks and responsibilities are deemed as essential functions to this position; however, business conditions may require reasonable accommodations for additional task and responsibilities.

Requirements:
Master of Arts in Multimedia, Experiential Graphic Design, Fine Arts or equivalent degree or professional experience.
7+ years of recent and relevant UX Visual Design experience.
Experience working at a design consultancy or agency is preferred
Demonstrated experience working across a variety of digital mediums from creating compelling UI screens for desktop, web, and mobile, to creating animations, videos, and presentations that bring innovative concepts to life.
Solid experience in video storytelling, icon and labeling design.
Proven experience and understanding of the value of color, typography, iconography and motion as it applies to digital product design.
Solid understanding of how to establish scale and contrast, balance and visual hierarchy across a design.
Experience designing for accessibility and familiarity with Section 508 and WCAG standards.
Advanced ideation skills, design thinking and a solution-based user experience perspective.
Fluency in an array of design and animation tools such as Sketch and Adobe Creative Suite.
Fluency in the human-centered design process from qualitative research and synthesis to ideation, prototyping, and implementation.
Design research experience and interaction design capabilities are a plus.
Knowledge of the product development process and ability to communicate well with engineering teams.
Excellent written and verbal communication skills.
Ability to present to the executive leadership team.
Background working for Medical devices, Life Science, or Healthcare Industries is a plus.
Must have a diverse portfolio that showcases a thoughtful creative process covering a range of mediums, UI design, icons and illustrations, labeling, video and motion design.
Illumina believes that everyone has the ability to make an impact, and we are proud to be an equal opportunity employer committed to providing employment opportunity regardless of sex, race, creed, color, gender, religion, marital status, domestic partner status, age, national origin or ancestry, physical or mental disability, medical condition, sexual orientation, pregnancy, military or veteran status, citizenship status, and genetic information.

Illumina believes that everyone has the ability to make an impact, and we are proud to be an equal opportunity employer committed to providing employment opportunity regardless of sex, race, creed, color, gender, religion, marital status, domestic partner status, age, national origin or ancestry, physical or mental disability, medical condition, sexual orientation, pregnancy, military or veteran status, citizenship status, and genetic information. If you require accommodation to complete the application or interview process, please contact accommodations@illumina.com. To learn more, visit: https://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf",4.0,"Illumina, Inc.
4.0","Foster City, CA",-1,5001 to 10000 Employees,1998,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1
12,UX Designer,$159K-$299K (Glassdoor est.),"We are seeking an outstanding UX Designer who excels in web design and in application of the design process. Candidates should have a clear understanding of the various phases of a design process, different design methods and when to apply them. For this position, majority of your time will be focused on hands-on interface design.

The ideal candidate will be expert at cross browser compatibility, responsive design, visual styling and be able to own a design from concept to final output. Candidate will be responsible for designing project specific UX solutions and developing simple, intuitive workflows and working on aesthetically pleasing visual styling.

This is a great time to join ON24 and the Design department here. We have exciting products that provide great value to our customers and there are key opportunities to enhance the UX and influence our design vision.

Role:
Participate in Design discussions, product roadmap strategy and identify Design process to be applied
Usability evaluation, ideation, wireframing, prototyping
Visual styling, (spec and icons/logo creation)
User studies
Qualification:
Bachelor’s degree in Design/HCI
Software: Sketch, Adobe Illustrator, Adobe Photoshop, etc.
Understanding of current web design trends, desktop/ tablet/ mobile website trends, responsive design
ON24 is proud to be an equal employment opportunities (EEO) workplace to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, ON24 complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

Pursuant to the San Francisco Fair Chance Ordinance, ON24 will consider for employment qualified applicants with arrest and conviction records.",3.6,"ON24, Inc.
3.6","San Francisco, CA",-1,201 to 500 Employees,1998,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
13,UI/UX Designer,$159K-$299K (Glassdoor est.),"Enjoy working in a fast-paced environment delivering innovation that blends technology and services to help move careers forward? Randstad RiseSmart is hiring two UI/UX Designers to join our Product Development team. Join one of the worlds leading talent mobility firms as we invent the future of work and help make an impact on a persons life through their career transition.

This position will report to the Director of Product and will be based at our downtown San Jose, CA headquarters.

About The Job

The UI/UX Designer will work closely with product managers, engineers, internal operating teams and other designers to ensure our products are beautiful, functional and efficient. With a global footprint exceeding 80+ countries, the UI/UX Designer will be integral to the design of solutions that follow global best practice.

What You Will Do
Gather and evaluate user requirements in collaboration with developers, product managers and engineers to lead design projects from ideation to delivery
Identify and troubleshoot UX problems; conduct user testing and research efforts to obtain qualitative and quantitative data to inform product direction
Communicate designs through detailed wireframes, user flows, and prototypes
Develop and deliver beautiful, hi-fidelity visual design mockups and specs
Work cross-functionally with designers, engineers, product managers, and stakeholders
Collaborate with global teams, translation teams and web developers to assist in launching new regional sites; roll out updated website content affecting multiple geographies and languages
Skills You Will Need
5+ years of experience as a User Experience or Interaction Designer
Have a strong portfolio of work samples showcasing UX design work & process
Strong experience with end-to-end product design, from ideation development to the final product
Able to carry on usability studies & user research, analyze results, and present findings
Have cross-platform design experiences (Web, Android, iOS, emails)
Proficient in Sketch and prototyping tools
Familiar with HTML, CSS and JavaScript
Ability to receive (and deliver) constructive, knowledgeable, and accurate feedback in a team setting
Strong communication and inter-personal skills. Ability to work across teams with geographically remote team members
Motivated, independent self-starter with the ability to lean and adapt
Attention to detail (pixel perfect), organizational skills and focus on quality of work
Understanding Agile Methodologies would be preferred
About Randstad RiseSmart

At Randstad RiseSmart, were in the business of changing lives. With a lean and fast start-up mentality and the stability and backing of our multinational parent company, Randstad, Randstad RiseSmart has disrupted the outplacement industry and leads in technology-enabled career transition services. And, ultimately our results speak for themselves: we have received enormous industry recognition, including Gartners Most Innovative Company, the Nations Best and Brightest Companies to Work For, Fortunes 100 Best Companies for Women, and Deloitte Fast 500 recognized as one of North Americas fastest growing technology companies. To learn more, visit www.randstadrisesmart.com.

What's In It For You?
Competitive compensation, comprehensive health benefits, 401k (with match!), and stock purchase plan
Excellent work environment with an award-winning culture, Best Places to Work, Great Rated, Fortunes 100 Best Companies for Women, and check out our Glassdoor Rating of 4.0!
Opportunity to grow and contribute to Randstad RiseSmart's continued success in a highly visible role
Randstad RiseSmart is proud to be an equal opportunity employer.",4.4,"RiseSmart, Inc.
4.4","San Jose, CA",-1,201 to 500 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
14,Product Designer,$159K-$299K (Glassdoor est.),"Come be a member of our international, multi-disciplinary design team where you will be responsible for crafting the future of our products. Our passionate design team values collaboration, sharing ideas, and championing user-centered experiences across the organization. Product Designers at Rocket Lawyer take projects from the whiteboard to final visual specifications. We believe in innovative hybrid-designers who are fully capable of owning each stage of product design.

Ours is a design-valued organization that takes pride in shipping functional and engaging products. This is an opportunity to develop and define how small businesses and consumers get legal solutions anywhere, anytime. We are looking for a mobile-first designer who has the UX chops to turn complicated processes into simple and effective experiences.

Who are you?

A curious and empathetic designer with 3+ years of experience working on a customer-facing product who:
Has proven experience balancing user and business needs
Is a gifted storyteller capable of gathering support around a solution for a user
Is highly proficient in documenting work and over communicating progress
Is very comfortable presenting thoughtful design recommendations and backing decisions up with sound research, analytics and UX expertise
Has great history working with Product Managers, Business Leads, QA and Engineers on product briefs, scoping projects, roadmapping, and facilitating progress at all stages of a project in order to deliver quality to your user
Uses iterative and agile design methodologies drive your ability to gather feedback early and often
Has developed exceptional foundational design skills (typography, composition, overall good design sensibilities) and a fundamental understanding of front-end development
Has a portfolio demonstrating your ability to solve difficult problems with elegant, easy to use mobile-first solutions
Loves collaborating cross-functionally and picking the brains of fellow designers
Thrives in an atmosphere where curiosity and taking well-informed initiative is rewarded
Is enthusiastic about using and contributing to a new design system
Wants to make a real customer impact by designing for a mission-driven product that is empowering people with mastering their legal problems

Bonus Points For:

Experience solving problems in an antiquated space like legal tech, finance tech, education tech, or health tech
Expertise in our tools: Figma, Webflow and UserTesting.com
Both live and remote user testing experience

What Rocket Lawyer offers:

Competitive salary package with equity potential
Great Medical, vision and dental insurance for you and optional coverage for your family
Weekly catered Friday lunch with company wide ‘Lunch and Learns’ *
Enrichment Stipend towards developmental classes and events
Great work life balance with a supportive environment for those raising families
Unlimited PTO policy - take time off when you need it.
Design team outings and fun team building activities *
Paid maternity/paternity leave among other support benefits
401(k) program to support your long term goals
Flexible Spending Accounts to help navigate those big life expenditures
Support for remote work when needed, after a period of excellence through execution
Monthly on-site masseuse services to keep you relaxed *
(*Note: These benefits are postponed until we return to the office from the Covid-19 office closure)",4.5,"Rocket Lawyer Inc
4.5","San Francisco, CA",-1,201 to 500 Employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1
15,UX Designer,$159K-$299K (Glassdoor est.),"What makes us Epic?

At the core of Epic’s success are talented, passionate people. Epic prides itself on creating a collaborative, welcoming, and creative environment. Whether it’s building award-winning games or crafting engine technology that enables others to make visually stunning interactive experiences, we’re always innovating.

Being Epic means being a part of a team that continually strives to do right by our community and users. We’re constantly innovating to raise the bar of engine and game development.

Like what you hear? Come be a part of something Epic.

What you’ll do

Epic Games is looking for talented UX Designers, working across multiple projects such as Houseparty, Rocket League, and the Unreal Engine. In this position, you will have a role in designing features and UI screens by generating wireframes, documentation, and prototypes. You will then work with engineers and artists to ship these features to millions of users. The ideal candidate across the board would have expertise in user-centered design, an understanding of effective Game, Mobile, and Engine systems, as well as experience in game, mobile, or DCC UX/UI design.

In these roles, you will
Translate goals and constraints into compelling user-facing features
Creating wireframes, interactive prototypes, and documentation that clearly convey ideas
Present and pitch designs to product managers and developers
Work alongside engineers, artists, and UX researchers to develop features
Advocate for goals and UX problem resolution between teams
Work collaboratively across multiple teams to create consistency
What we’re looking for
Expert ability to create wireframes and prototypes
Skilled in Sketch, Axure, Indigo Studio, InVision, Figma or other prototyping and mockup tools
Familiar with Photoshop/Illustrator or other art tools
Strong knowledge of UX design processes
Excellent written and verbal communication skills
Ability to see features through to completion and rapidly modify design as information changes
Online portfolio demonstrating user-centered design solutions with strong visual direction and interaction design
You’re user-focused, passionate, scrappy, solutions-focused, and innovative. These traits equal success at Epic and influence everything we do
Team specific asks
Epic Social (Houseparty)
Successfully designed UI/UX features that were implemented into a top 100 mobile title
Demonstrated ability to implement UI widgets and features in a game engine
Understands the principles of game system design
Engine
Successfully designed UI features that were implemented for a digital content creation tool, or any tool that complements development for a game engine.
Psyonix/Rocket League
Understanding of AGILE (Specifically SCRUM) principles
Please submit your resume with a portfolio and we’ll be in touch soon!",3.7,"Epic Games
3.7","San Francisco, CA",-1,1001 to 5000 Employees,1991,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1
16,Learning Experience Designer,$159K-$299K (Glassdoor est.),"Sitecore delivers a digital experience platform that empowers the world’s smartest brands to build lifelong relationships with their customers. A highly decorated industry leader, Sitecore is the only company bringing together content, commerce, and data into one connected platform that delivers more than 500,000 digital experiences every day. Leading companies including American Express, ASOS, Carnival Cruise Lines, Kimberly-Clark, L’Oréal and Volvo Cars rely on Sitecore to provide more engaging, personalized experiences for their customers. Learn more at Sitecore.com

Our employees are our foundation. Sitecore is built upon a diverse group of passionate, innovative, and collaborative individuals located across four continents and over 20 countries. The Sitecore values of Foster Collaboration, Push Boundaries, Take Ownership, Cultivate Community, and Customers First are what drive and unite us across the globe. Learn more about the Sitecore values here: https://www.sitecore.com/company/our-values

Sitecore is experiencing spectacular growth all over the world. To build on Sitecore’s success and growth, we’re looking for a Learning Experience Designer.

Position Summary:

We are looking for a technical, creative, and intellectually curious learning experience designer to join us in building and scaling our product learning programs. This is an exciting opportunity to jump right in and be an integral part of a team focused on inspiring the trajectory of our customers success journey. You will have full creative responsibilities for the organization, instructional content, and graphic design of the eCourses that support a suite of Sitecore products and features. Your design toolbox includes digital learning methods and instruction-led classroom (ILT) focused on delivering real performance outcomes. In this role, you will design and continuously improve learning content associated with the Sitecore products, using an array of creative approaches, as well as help drive customer productivity, innovation, and operational excellence. You will be a part of a team that is transforming Sitecore’s learning programs through innovative technology and learning best practices.

Responsibilities:
Scope, design, and develop engagingdigital learning and instructor led (ILT) content for Sitecore products using adult learning principles and instructional design best practices to best fit the needs of our learner.
Regularly revise, update,and enhance current training content and learning assets to reflect product changes, updates or releases.
Build meaningful relationships with key stakeholders and Subject Matter Experts (SMEs) across the company to design and develop content that translates identified business needs into various consumable learning solutions.
Demonstrate resourcefulness and curiosity to contributeto the development and implementation of new learning models and content design templates.
Manage end to end design, development,and release timelines of digital learning assets in a fast-paced
Job Qualifications:
Experiencewith Digital Asset Marketing platforms.
Knowledge ofHTML , .NET, and JavaScript
Demonstrated experience designing and developingtechnical product training materials and content including creating instructor-led (ILT) materials, online/e-learning, and various interactive digital content.
Strong writing skillsboth instructional and technical.
Proven ability toself-manage and meet project deadlines.
Willingness to work with a global team across time zones.
Demonstrated ability to communicate difficult concepts and processes using clear and simple language and visuals.
Strong program management proficiencies with excellent verbal and written communication skills. This includes skill in collaborating with subject matter experts and managers to help write, design, and develop, and manage projects.
Experiencewith SCORM, online learning, learning technology, instructional, graphics, and/or web design skills using various tools/software (Articulate, Captivate, or similar); as well as LMS platforms.
Experienceusing audio and visual editing tools (Final Cut, Adobe Premier, After Effects, Camtasia, Audacity, Premiere, Photoshop, GIMP, SnagIt, etc. or similar)
BA/BS in computer science, learning design, learning science, instructional design, educational psychology, or similar or relatable field. Experience working cross-functionally with Subject Matter Experts (SMEs), multiple teams, and stakeholders in a product centered environment
PreferredQualifications
Graduate degree in an education field or digital learning design
Teaching experienceeither corporate or classroom
Experience using the Sitecore and Content Hub platforms
After an offer is made and accepted, E-verify will be utilized to establish your identity and employment eligibility as required by the U.S. Department of Homeland Security.

Sitecore is proud to be an equal opportunity workplace. We are committed to equal employment opportunity without unlawful regard to race, color, ancestry, religion, gender, national origin, sexual orientation, age, citizenship, marital status, disability, veteran status or any other local legally protected characteristic.",3.6,"Sitecore
3.6","San Francisco, CA",-1,1001 to 5000 Employees,2001,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1
17,UI/UX Designer Entry Level - Pathrise Recruiting Partners,$159K-$299K (Glassdoor est.),"What is Pathrise Recruiting Partners?

Pathrise Recruiting Partners connects top candidates to top employers. We use the same tactics and connections that we’ve used to place 300+ candidates to also bridge the connection between great candidates and top employers and recruitment firms. By applying to this position you gain access to a streamlined application process. This puts your resume right into the recruiting teams of our partners who are actively seeking candidates like you. To read more visit pathrise.com/pathrise-recruiting-partners

Job Description

Our partners are looking for entry level UI/UX Designers. These roles will often involve working directly with the user experience of a given company's existing core products as well as building and researching opportunities to launch new features. These opportunities are great for someone who is looking to build a foundation for a career in UI/UX Design and join a team that will support their future professional growth.

All jobs have a full remote option as well as in person.
What you'll do
Ideating, scoping, and prioritizing new product features that are high value
Working closely with growth to build optimal marketing and branding materials
Conducting user research to shape product roadmaps
Leveraging data to inform product enhancements and new features
Requirements
Passionate about education and career development
0-2 years experience developing in HTML/CSS and Javascript
0-2 years of experience in industry as a Product Designer or in a related field
Experience with user research
A strong portfolio that showcases strong design sense and frontend engineering
This role is part of our Pathrise Recruiting Partners program. Submitting this application will allow your profile to be reviewed by our network of hiring partners. To read more about how this all works as well as more information about our partners please visit pathrise.com/pathrise-recruiting-partners",4.9,"Pathrise
4.9","San Francisco, CA",-1,1 to 50 Employees,2017,Company - Private,Education Training Services,Education,$1 to $5 million (USD),-1
18,UI/UX Designer,$159K-$299K (Glassdoor est.),"Imagine it's 1985. There you are, a designer. Something called GUI just became a thing and you have to design apps for it. Wouldn't that be an exciting place to be?

We are at a similar place at Padlet. We are building an entirely new way to express your thoughts: something more visual and tactile than everything before it. You will create all-new design paradigms, something others will rip off.

A problem we recently solved — building the easiest, most beautiful mapmaker on the Internet (padl.et/map).

ABOUT PADLET

We are building more beautiful and fun alternatives to traditional documents. They're less of a pain-in-the-ass to create, and a lot less waterboard-y to view. Think Microsoft Office, but not as soul crushing.

Over ten million people use Padlet, making it one of the largest sites in the world. The company is profitable and well-funded. Our office is in the beautiful Presidio of San Francisco where the air is pure and the grass, tender.

We've gotten this far with just nine people. Some special people at this company.


GOOD TIME TO JOIN

Our design ""team"" is one person. You can move as fast as you want. Plus, given our tremendous traction, your very first strokes will be seen by millions. This combination is rare and quite satisfying.",-1,"Wallwisher, Inc.","San Francisco, CA",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
19,Sr. UX Designer - P2P,$118K-$220K (Glassdoor est.),"Responsibilities:

Contribute to outstanding experiences and results, working collaboratively within a cross-disciplinary team that includes UX, visual design and content.
Leverage your talent for UX and Design Thinking to contribute to holistic experiences that solve for user needs and business goals.
Support the execution of customer inquiries, helping to conduct sessions, analyze feedback and identify needs and insights.
Participate in design discussions and collaborative sessions with teams and stakeholders, offering and providing feedback on concepts and ideas to inform or evolve PayPal experience.
Deliver high fidelity schematics, workflows, interaction storyboards, and design deliverables that guide creative, content, and development efforts.
Be a productive and additive teammate, actively helping leaders and peers to raise the bar while also capitalizing on ideas from others.
Selectively present designs and work to teams and stakeholders, working with UX leaders to articulate and rationalize decisions.
Accurately estimate your workload, providing team leads with the insight they need to manage and plan a prioritized backlog.
Contribute to PayPal’s UX discipline and community, adopting core approaches and tools, sharing feedback and insights, and engaging your peers actively and productively.
Maintain an awareness of industry and UX trends .

Requirements:

Bachelor's Degree in Human Factors Engineering, HCI, or equivalent project/portfolio experience.
5+ years experience working in a dynamic UX practice.
Working knowledge of Mobile, Tablet and Desktop design constraints and patterns. Experience with at least two form factors and platforms preferred.
Some experience with user research, including user interviews, needs analysis and using findings to inform experience capability priorities.
Some experience with archetypes, profiles, personas, scenarios or other user centered design artifacts.
Working knowledge of technology mediums, including a familiarity with some of Web 2.0, CSS3, HTML5, Obj C,etc. Awareness of relative strengths of technologies.
Familiarity with adaptive and responsive techniques.
Some experience working collaboratively with development teams in the iteration and definition of a design approach.
Able to operate execute on direction with limited oversight.
Strong verbal and writing skills, ability to tell a story around an experience or solution.
Deep experience with at least some core UX design and implementation tools (Visio, Omnigraffle, Adobe CS, Invision, Axure, etc.).

Job_Description_Summary: As a PayPal UX designer you’re a position player who makes things real. You directly contribute to the creation of our business and consumer product experiences across different channels and platforms, working under the mentorship and guidance of senior UX leaders and managers. You draw on your evolving and growing knowledge of the UX lifecycle (discovery, user research, iterative design and testing) to help ensure we’re delivering innovative solutions that address customer needs and business goals seamlessly, consistently and rapidly.

Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 286 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.

We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.

PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities.",3.9,"PayPal, Inc.
3.9","San Jose, CA",-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
