,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
10,Part Time Paint Sales Associate,$46K-$83K (Glassdoor est.),"We are looking for a result-driven retail Sales Associate to be responsible for all sales job duties. We will train. Sales Associate duties and responsibilities include working closely with customers to determine their needs, answer their questions about our products and recommend the right solutions. To be successful as a Sales associate, you should stay up-to-date with Benjamin Moore Paint and sundries features and maintain our store’s visual appearance in high standards. Ultimately, the duties of a sales associate are to achieve excellent customer service, while consistently meeting the store’s sales goals.
Responsibilities*
Ensure high levels of customer satisfaction through excellent sales service
Assess customers needs and provide assistance and information on product features
Welcome customers to the store and answer their queries
Carry out Paint to customers vehicles
“Go the extra mile” to drive sales
Maintain in-stock and presentable condition assigned areas
Actively seek out customers in store
Remain knowledgeable on products offered and discuss available options
Process POS (point of sale) purchases
Cross sell products
Handle returns of merchandise
Team up with co-workers to ensure proper customer service
Build productive trust relationships with customers
Comply with inventory control procedures
Suggest ways to improve sales (e.g. planning marketing activities, changing the store’s design)
Skills*
Proven work experience as a Retail Sales associate, Sales representative or similar role
Basic understanding of sales principles and customer service practices
Proficiency in English
Basic Math skills
Working knowledge of customer and market dynamics and requirements
Track record of over-achieving sales quota
Hands-on experience with POS transactions
Familiarity with inventory procedures
Solid communication and interpersonal skills
A friendly and energetic personality with customer service focus
Ability to perform under pressure and address complaints in a timely manner
Availability to work flexible shifts
High school degree; BS degree in Marketing or related field would be a plus
Job Type: Part-time

Pay: $15.00 per hour

Benefits:
Flexible Schedule
Schedule:
Monday to Friday
Experience:
retail: 1 year (Preferred)
Language:
Spanish (Preferred)
Work Location:
One location
Typical start time:
7AM
Typical end time:
1PM
Company's website:
petersonspaint.com
Work Remotely:
No",-1,Peterson's paint,"Petaluma, CA",-1,-1,-1,-1,-1,-1,-1,-1
11,Sales Representative,$46K-$83K (Glassdoor est.),"First Alarm is one of the largest privately owned security firms in California. Protecting thousands of homes and businesses from Napa to King City, First Alarm is dedicated to making people and places safe!

Through growth, experience, and acquisition, First Alarm has become a name widely recognized for safety and dependability. Our corporate headquarters, located in Aptos, California, is one of the most modern security monitoring centers in the industry. We also operate satellite facilities in the East Bay/San Francisco, Monterey, North Bay, and the South Bay/Peninsula.

We are an ESOP company and we are always looking for qualified individuals. If you are interested in a great opportunity and would like to join our more than 150 employees, please see our job openings below:
Residential and Small Business Sales Representative*
Description: The RSB rep is responsible for generating new business in the small business and residential markets. The RSB rep designs and sells systems that are comprised of security sensors, fire sensors, and/or video surveillance technology. Additionally, the RSB rep designs and sells services such as monitoring, maintenance, and remote control apps as part of a monthly subscription contract that is part of every new client relationship.

_One year minimum electronic, security, or related industry experience preferred._
Senior Account Manager*
Description: The SAM salesperson will focus on larger intrusion, access, video, and custom residential systems.

_Three years minimum experience is required._
Engineered Systems Sales Manager*
Description: The ESSM will focus on larger intrusion, access, video, and Fire Alarm Systems.

_NICET Level II certification is required as well as five years minimum experience._
Important Attributes: *
· Strong written and verbal communication skills
· General understanding of computers and networking
· Basic understanding of building construction
· Ability to work independently with low levels of supervision
About the Work Environment: *
· Professional office atmosphere
· Company provided computer, smartphone, tablet
· Vehicle allowance
· Substantial paid ongoing training program
· Compensation plan includes salary, commission, paid time off, medical,
dental, vision, 401K
· Company provided leads
· Commitment to quality in all phases of the business

Job Type: Full-time

Experience:
Fire Alarm/Security Industry: 1 year (Required)
License:
Driver's License (Required)",2.6,"First Alarm Security Services
2.6","San Jose, CA",-1,501 to 1000 Employees,1970,Company - Private,Security Services,Business Services,$25 to $50 million (USD),-1
12,GEICO MOUNTAIN VIEW LICENSED SALES AGENT,$46K-$83K (Glassdoor est.),"We are looking for LICENSED, hardworking, dedicated sales producers to work our real-time and internet generated leads in our GEICO (Mountainview, CA) local office. Our office works year-round to grow and retain clients who entrust their home, auto and other insurance to us. As an inside sales producer, you will be rewarded for helping GEICO Local agency owners engage all prospects.

What you would do in this role:
Learn the basics of insurance and how to sell insurance
Quoting prices and financial options
Make sales (licensed) of auto insurance and other personal lines of insurance products while providing extraordinary customer service
Educate clients on auto, home and renters insurance including comparisons
Service existing accounts and ensure customers make buying decisions armed with the right amount of information
Identify cross-selling opportunities during retention calls
A successful candidate brings:
Competitive spirit and willingness to learn
Up to 70% of your day may be on the phone, a high-energy personality and a love of working with people is a must
A knack for remembering data and details
A talent for dealing with difficult customers
Strong computer skills to learn and work within multiple quoting systems (must be able to type at least 40 wpm)
Punctual with the ability to stay and work a quote to its completion
Experience as a Bilingual Representative is a plus
What we provide:
Long-term opportunity to grow with an established company
Mentorship from an experienced agent with an interest in your success
Professional office setting with supportive colleagues
Employee position
Team atmosphere
Base pay + Commission/Bonuses/Incentives
Job Type: Full-time

Job Types: Full-time, Part-time

Pay: $17.00 - $18.00 per hour

Benefits:
Health Insurance
Paid Time Off
Schedule:
8 Hour Shift
Day shift
Monday to Friday
Weekends
Supplemental Pay:
Commission Pay
COVID-19 considerations:
To keep our employees safe as ever, our lobby is not opened to the public and a health questionnaire, as well as testing, is required to join the team.

Experience:
Insurance Sales: 1 year (Preferred)
Location:
Mountain View, CA 94040 (Required)
License:
Property and Casualty License (Preferred)
Typical start time:
9AM
Typical end time:
6PM
This Job Is:
A job for which military experienced candidates are encouraged to apply
Open to applicants who do not have a high school diploma/GED
A good fit for applicants with gaps in their resume, or who have been out of the workforce for the past 6 months or more
A good job for someone just entering the workforce or returning to the workforce with limited experience and education
A job for which all ages, including older job seekers, are encouraged to apply
Open to applicants who do not have a college diploma
Benefit Conditions:
Waiting period may apply
Work Remotely:
No",3.3,"Government Employees Insurance Company
3.3","Mountain View, CA",-1,10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),-1
13,Inside Sales Account Manager,$46K-$83K (Glassdoor est.),"Inside Sales

Create new customers and meet or exceed monthly sales quotas, while increasing customer satisfaction.
Job duties: *
Generating new and repeat sales by providing product and pricing information in a timely manner.
Developing relationships with new and existing customers.
Setting up and maintaining extensive customer database.
Increasing sales and customer satisfaction by means of letter writing, cross-selling and telephone sales.
Skills required: *
Exceptional phone skills; easily builds rapport and establishes strong relationships with prospects and customers.
Strong written and verbal skills.
Proficient with Access, MS Excel, MS Word, and Outlook
Strong organizational and follow up skills.
Must be enthusiastic, have a strong doer attitude and be a team player.
Job Type: Full-time

Pay: $16.00 per hour

Benefits:
401(k)
Dental Insurance
Health Insurance
Life Insurance
Paid Time Off
Vision Insurance
Schedule:
Monday to Friday
Work Location:
One location
Company's website:
www.hghw.com
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
No",-1,HomeGuard Home Warranty,"San Jose, CA",-1,-1,-1,-1,-1,-1,-1,-1
14,Outside Sales Representative- Plumbing,$46K-$83K (Glassdoor est.),"Slakey Brothers is a leading Plumbing & HVAC wholesale distributor servicing markets in California, Northern Nevada, and Southern Oregon. Slakey Brothers is dedicated to providing value and service to our customers, as well as, opportunity and job satisfaction to all of our Team Members.

Slakey Brothers has an immediate opening for a full-time Plumbing Outside Sales Representative in Santa Rosa! This is a key position that supports all aspects of the sales and service of our customers.

The Outside Sales Representative is responsible for the following:

• Targeting potential customers, developing new accounts, calling on current customers and cultivating long term relationships, while introducing and selling plumbing fixtures, producing quotes, processing customer orders.
• Providing customers with technical product information and addressing customers issues and concerns
• Self-driven and organized individual who is a great communicator with excellent follow up skills.

Education/Experience:

• High School Diploma/GED, 2 year or 4-year degree preferred.
• Excellent written and oral communication skills. Sales experience a plus!
• Demonstrated ability to manage details and meet deadlines with 100% accuracy in a multi-task environment.
• Customer service-oriented approach, responds to requests with a sense of urgency.
• Proactive, self-motivated, able to recognize issues and resolve or escalate appropriately.
• Excellent interpersonal skills, both in person and over the phone.

Slakey Brothers offers competitive wages as well as an excellent benefits package including:
Profit Sharing
401(k), medical
Dental, vision and life insurance
Paid vacation, sick leave and paid holidays.
If you’re interested in this great opportunity apply today at www.slakey.com/careers

Slakey Brothers is a DRUG FREE company and an equal opportunity employer.
Principals only. Recruiters, please don't contact this job poster.
Job Type: Full-time

Benefits:
401(k)
Dental Insurance
Health Insurance
Paid Time Off
Vision Insurance
Schedule:
Monday to Friday
Experience:
Sales: 2 years (Preferred)
outside sales: 1 year (Preferred)
Language:
Spanish (Preferred)
Paid Training:
Yes
Management:
Ops Manager
Typical start time:
8AM
Typical end time:
4PM
Company's website:
www.slakey.com
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
No",3.5,"Slakey Brothers, Inc.
3.5","Santa Rosa, CA",-1,201 to 500 Employees,1939,Company - Private,Wholesale,Business Services,$100 to $500 million (USD),-1
15,Territory Sales Manager,$46K-$83K (Glassdoor est.),"Northwest Door is a premier Manufacturer of Steel, Aluminum and Custom Wood Garage Doors. We provide the building industry with high quality, innovative garage doors at competitive prices while maintaining a reputation of quality, reliability and integrity. Our customer base extends across the United States including Alaska and Hawaii. Our company owned Distribution Centers are located in Marysville, WA; Sumner, WA; Spokane, WA; Portland, OR; Boise, ID; Denver, CO; Salt Lake City, UT; and San Jose, CA.

We are currently seeking a Territory Sales Manager to join our San Jose, CA location. This position develops business opportunities in assigned territory, cultivating customers over the long-term. This position meets and exceeds sales goals with new and established customers; presents product information to and interacts with customers; and communicates product details to diverse audiences. This position reports directly to the Vice President of Sales.

This Territory Sales Manager will cover the Northern California / Western Nevada territory.

Essential Duties:

· Develop and execute territory sales plans with the goal to exceed the territory revenue, gross margin and other key financial metrics.

· Develop account plans in connection with sales management.

· Follow up on leads to qualify and pursue new sales opportunities.

· Establish key reseller partnerships within the territory to promote networking and new customer opportunities.

· Support marketing promotions and trade shows in order to develop new opportunities and organic revenue.

· Manage individual travel, entertainment and sample budget responsibly.

· Utilize tools to properly provide accurate, up to date information with regard to customer, activities, marketing initiatives and sales opportunities.

\*

Essential Job Skills and Experience: Any combination of education and experience for successful performance:

· Five years of experience in a professional sales role, specifically with experience in the garage door industry including knowledge of sales, installation, or maintenance of high speed and rolling steel doors.

· A Bachelor's degree in Sales, Business or related field.

· Proficiency in Microsoft Office suite

· Ability to travel

· Ability to effectively communicate with customers and coworkers, understand customer and production demands; and the ability to build and maintain customer relationships.

Benefits: We offer a terrific compensation and benefits package including a company vehicle, salary plus commission, medical, dental, vision, company-paid life and long-term disability insurance, short-term disability insurance, 8 paid holidays, ample Personal Time Off (PTO), 401(k) with company match, longevity bonuses, service awards, tuition reimbursement and company events.

Northwest Door LLC is an Equal Opportunity Employer with a diverse employment environment.

Northwest Door is a drug-free workplace. A pre-employment drug test must be negative regardless of whether you live, test or plan to work in an area that permits legalized use of marijuana for either medical or recreational purposes.

Job Type: Full-time

Benefits:
401(k)
401(k) Matching
Dental Insurance
Disability Insurance
Employee Assistance Program
Flexible Schedule
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Retirement Plan
Tuition Reimbursement
Vision Insurance
Schedule:
Day shift
Monday to Friday
Experience:
garage door: 5 years (Preferred)
professional sales: 5 years (Required)
Education:
Bachelor's (Preferred)
Work authorization:
United States (Required)
Work Location:
Multiple locations
Company's website:
www.northwestdoor.com
Work Remotely:
No",4.2,"Northwest Door
4.2","San Jose, CA",-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
16,Sales Representative,$46K-$83K (Glassdoor est.),"$4,000 New Rep Bonus*
Average Annualized Compensation of First Year Sales Representatives - $90,000-$124,000*
Getting more out of your life and career starts now…*
Vivint Solar (VSLR on the NYSE) is a nationwide publicly traded company and one of the largest solar companies in the country. When you join Vivint Solar you’ll have an opportunity to be a leader in one of the fastest growing industries. We are looking for self-driven and ambitious leaders who have the desire to create a greener planet, and who want to win at every level of their career.*
Why Vivint Solar?*
*One of the most competitive compensation plans in the Industry*
*Be part of a salesforce so elite we have a corporate sponsorship with Nike*
*Leadership and Mentorship from top Veteran Solar leaders*
*Incentives and non-monetary rewards such as luxury vacations for performance*
What You’ll Do…..*
*Manage a territory for the company with a population of around 10,000 people*
*Become an expert in renewable energy and smart home products and their benefits to the consumer*
*Help families save money through our consumer-focused sales practice*
*Close contracts confidently with new homes and families while gaining outside business development expertise*
*Interface with decision makers on a daily basis*
*Participate in ongoing training camps with a focus on team building and mentorship*
_(1)\_ \_The New Rep Bonus, also referred to as the New Rep Commission or Combine Pay, is earned over the course of the sales representative’s first eight weeks of employment upon the completion of certain requirements and is not guaranteed._
_(2)\_ \_ Because Sales Representatives are paid commissions based on their individual performance, individual earnings will vary. The Average Annualized Compensation of Active Sales Representatives is the average annualized sales commissions earned by all Vivint Solar Sales Representatives who created 12 or more accounts that reached permitting between 9/1/2018 and 9/30/2019_

Job Types: Full-time, Commission",3.5,"Vivint Solar
3.5","Fairfield, CA",-1,1001 to 5000 Employees,2011,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),-1
17,Outside Sales Rep,$46K-$83K (Glassdoor est.),"Job title*: Outside Sales
Koffler Electrical Mechanical Apparatus Repair, Inc. is the largest electric motor repair facility on the West Coast. Our service shop includes small assembly, large assembly, in-house machine shop (fully equipped), a Babbitt Shop (fully equipped), Winding department (fully equipped) and a state of the art computerized V.P.I. System.

We are a leader in our industry and have long-term, established relationships with such motor manufacturers as General Electric, Baldor, US Motors, Reliance and Marathon. Our ability to diversify our services has granted us great success in this industry. Over the years we have branched out from electric motor repairs to also New Motor Sales, pumps, circuit breakers, switchgears, transformers, starters, generators, MG Sets, babbitt bearings, surveys, VFD Drives and troubleshooting.
Sales Responsibilities*
Develop and maintain customers with-in SF Bay Area and central valley.
Skills & Requirements*
Outstanding commitment to customer service.
Understanding of electric motors and pumps.
Demonstrate ability to effectively communicate orally and in writing.
Strong time management, organizational, and follow-up skills.
Persuasive, diplomatic, strong ability to penetrate major accounts.
Proven analytical and problem-solving abilities
Must have current Class “C” driver’s license and proof of insurance required on first day of employment.
_We are an Equal Opportunity Employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other legally protected characteristics._
Salary*: Base, plus commission
Benefits*:
Health insurance
Dental insurance
Vision insurance
401K plus matching
Paid time off
Job Type: Full-time

Pay: $50,000.00 - $100,000.00 per year

Benefits:
401(k)
401(k) Matching
Dental Insurance
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Vision Insurance
Schedule:
8 Hour Shift
Day shift
Monday to Friday
Supplemental Pay:
Commission Pay
Work Location:
On the road
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Stable -- traditional, stable, strong processes
Company's website:
www.koffler.com
Benefit Conditions:
Waiting period may apply
Work Remotely:
No",-1,"Koffler Electrical Mechanical Apparatus Repair, Inc","San Leandro, CA",-1,-1,-1,-1,-1,-1,-1,-1
18,Outside Sales Representative,$46K-$83K (Glassdoor est.),"*Outside Sales Representative*

*Vio Security is looking for passionate and determined professionals who want to build a rewarding and long-term career in sales. Whether you have 10 years of experience or just joining the job market, with our training programs and our one-on-one mentoring, we will help you build a strong sales foundation and teach you how to tap into the exploding security market where we provide state of the art home security systems.*

*Some of the incentives, aside from UNCAPPED commission include: *
*• Weekly draw against commissions*
*• PAID Two week training program*
*• Daily leads provided in your own protected territory*
*• Medical/Dental/Vision*
*• Rapid Upward growth potential*
*• W-2 Position, 401K*

*Qualifications Required: *

*• Strong Verbal and Written Communication Skills*
*• Strong Reasoning Skills*
*• Working Math and Computer Knowledge - Microsoft Office including Word, Excel, Access and Outlook*

*Physical demands while performing the duties of this job include, the employee is regularly/frequently required to use hands to finger, handle or feel objects, equipment or controls and talk or hear. The employee must occasionally lift and/or move up to 25 lbs. The employee must be able to drive, sit, walk, stand, bend, reach with hands and arms, stoop, kneel, crouch, crawl, climb and balance. Specific vision and abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception, and the ability to adjust focus. Regular attendance is required.*

*Apply today!*

Job Types: Full-time, Commission

Benefits:
* 401(k)
* Dental Insurance
* Flexible Schedule
* Health Insurance
* Referral Program
* Vision Insurance
Schedule:
* Monday to Friday
* Weekends
Supplemental Pay:
* Commission Pay

COVID-19 considerations:
Providing PPE to all employees

License:
* Driver's License (Required)

Work Location:
* Multiple locations
* On the road

Company's website:
* https://www.viosecurity.com

Work Remotely:
* No",-1,Vio Smart Security,"Oakley, CA",-1,201 to 500 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
19,Automotive Business Development Representative (Phone Sales),$46K-$83K (Glassdoor est.),"Livermore Toyota, part of The Sullivan Auto Group, is seeking Business Development Representatives. The Business Development Representative is responsible for responding to incoming Internet leads and sales calls, as well as making outbound phone calls to potential and existing clients.
Business Development Representative Responsibilities: *
Responding to inbound Internet leads by phone and email with the goal of scheduling sales appointments.
Confirming all sales appointments and rescheduling missed appointments
Providing adequate and accurate vehicle information to prospects
Preparing Sales Associate for incoming appointments
Utilize CRM system to record all work completed, as well as assist managers and sales associates with input of new information
Communicates consistently with BDC manager and reports all activity to them
Participating in on-going training
Other duties as assigned
Handle customer concerns in a timely and appropriate manner
Business Development Representative **Benefits: *
Excellent Medical, Dental, and Vision benefits
401k Profit Sharing Plan (after 1 year)
Great reputation in the Community
Unlimited earning potential
All applicants must pass a pre-employment drug/alcohol/background screening.

All applicants must meet insurability guidelines.

Livermore Toyota is an EEOC employer.

Job Types: Full-time, Commission

Experience:
Phone Pro: 1 year (Preferred)
License:
CA Driver License (Required)",2.5,"The Sullivan Automotive Group
2.5","Livermore, CA",-1,501 to 1000 Employees,-1,Company - Private,Vehicle Dealers,Retail,Less than $1 million (USD),-1
20,Sales Manager,$46K-$83K (Glassdoor est.),"Cogir Rohnert Park is looking for a high-performing Sales Manager to help us meet our customer acquisition and revenue growth targets by keeping our company competitive and innovative.

You will be responsible for maximizing our sales team potential, crafting sales plans and justifying those to plans to the upper management. Senior Living sales expertise preferred.

Generous commission base for the right candidate!

Senior living expertise in the sales field a plus!
Responsibilities*
Achieve growth and hit sales targets by successfully managing the sales team to ensure high census growth for the community
Design and implement a strategic business plan that expands company’s customer base and ensure it’s strong presence in the senior living market
Strong ability to generate ones own leads and poses strong closing skills
Own recruiting, objectives setting, coaching and performance monitoring of sales representatives
Build and promote strong, long-lasting customer relationships by partnering with them and understanding their needs
Present sales, revenue and expenses reports and realistic forecasts to the management team
Identify emerging markets and market shifts while being fully aware of new products and competition status
Skills*
BS/MS degree in business administration or a related field
Successful previous experience as a sales representative or sales manager, consistently meeting or exceeding targets
Committed to continuous education through workshops, seminars and conferences
Demonstrated ability to communicate, present and influence credibly and effectively at all levels of the organization
Proven ability to drive the sales process from plan to close
Strong business sense and industry expertise
Excellent mentoring, coaching and people management skills
RCFE knowledge a plus
Background TB and physical
PTO, 401k medical and denatal

Job Type: Full-time

Work authorization:
United States (Required)
Additional Compensation:
Commission
Work Location:
One location
Benefits:
Health insurance
Dental insurance
Vision insurance
Retirement plan
Signing bonus
Paid time off
Paid Training:
Yes",3.0,"Cogir Inc.
3.0","Rohnert Park, CA",-1,1001 to 5000 Employees,1995,Company - Private,Real Estate,Real Estate,Less than $1 million (USD),-1
21,Outside Sales Representative (Stanford Healthcare Advantage),$46K-$83K (Glassdoor est.),"URGENT NEED!!*
If interested, please apply online at https://bit.ly/2DqIYZJ or visit our website for more information!*
The Outside Sales Representative is responsible for the direct sales activity of Medicare products for *Stanford Health Care Advantage* in the Alameda, San Mateo and Santa Clara Counties of California. This person will also play a critical role in community outreach activities geared to promote the plan and generate Medicare Advantage prospects and sales.
Role and Responsibilities*
Present Medicare Advantage Insurance products directly to Medicare eligible customers, complete all required documentation, and guide the member through enrollment application process
Drive sales opportunities by establishing strong relationships in the service area with key community influencers to develop outreach opportunities in they populations they serve
Meet established sales goals and related objectives that translate into the successful development of Medicare Advantage products
Report and provide feedback to management relating to leads, sales, and trends in the marketplace
Proactively enhance relationships with the Essence Healthcare provider community
Record and update all sales-related activity on leads in the lead management system on a daily basis
Maintain working knowledge and practice of all company compliance rules, all applicable departmental policy and procedures, Medicare Managed Care Regulations, the managed care industry, pertinent legislation, and the competitive environment
Position requires 80-90% travel within Alameda, San Matro and Santa Clara counties
Experience, Qualifications, and Education*
Bachelor’s degree and/or equivalent experience
Strong focus on meeting and exceeding customer expectations
*_Proven track record of successful sales experience_* (preferably with Medicare or other insurance products)
*Currently possesses (or able to earn) an active Missouri State Health Insurance License*
Strong communication and presentation skills
Ability to network and build relationships
Proven success in influencing decisions and business outcomes
Computer literacy including Microsoft Office products
\* Ideal candidates will reside in or around the Alameda, San Mateo and Santa Clara Counties in California.

Lumeris is an EEO/AA employer M/F/V/D.

Job Type: Full-time

Benefits:
401(k)
401(k) Matching
Dental Insurance
Employee Assistance Program
Flexible Schedule
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Referral Program
Tuition Reimbursement
Vision Insurance
Schedule:
Monday to Friday
Supplemental Pay:
Commission Pay
Experience:
outside sales: 2 years (Required)
Medicare Advantage Sales: 1 year (Preferred)
Application Question:
What are your salary requirements?
Work Location:
Fully Remote
Paid Training:
Yes
Company's website:
www.lumeris.com
Work Remotely:
Yes",2.2,"Lumeris, Inc.
2.2","San Francisco, CA",-1,1001 to 5000 Employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
22,Guayaki Yerba Mate Co. Route Sales Driver,$46K-$83K (Glassdoor est.),"Job Description:

Are you a quick learner with an entrepreneurial mindset who is determined to succeed? Do you take pride in your work and are uncompromising about your responsibilities? Do you believe that you have what it takes to develop the skills, can-do attitude, and tenacious work ethic to excel in the competitive beverage distribution business?

If so, we want *YOU* to *JOIN OUR TEAM! *
SUBMIT A RESUME WITH A CALL BACK NUMBER FOR IMMEDIATE CONSIDERATION!*
The Yerba Mate Co. exists to deliver Guayaki brand Yerba Mate to national, regional, and local corporate, retail, and independent accounts with an aspiration to do so by way of a fossil fuel free fleet. Guayaki Yerba Mate is the coolest drink on the market with the strength of coffee, health benefits of tea, and the euphoric effects of chocolate.

We are seeking a reliable and motivated candidate for the combined role of sales, distribution, and merchandising. Training and a company vehicle will be provided. This is an entry-level position that reports directly to the Area Operations Manager.
Warehouse is Located in South San Francisco *
Responsibilities:
• Generate revenue and meet sales targets
• Service accounts and deliver product daily
• Develop and qualify leads within an assigned territory
• Use of mobile app to manage B2B transactions and relationships
• Inventory control and management, palletizing, receiving freight
• Data entry and creating reports
• Safely operate and maintain company provided vehicle

Preferred Experience:
• Beverage Route Sales experience is a plus
• 1+ years of retail grocery, merchandising, B2B sales, marketing, customer service experience

Education:
• High school diploma required
• College degree is a plus

Compensation and Benefits:
• $40,000 per year
• Excellent healthcare benefits
• 401k plan matching (up to 5%)
• Mobile phone stipend
• Free Guayaki Yerba Mate

Full time: Monday-Friday (5:00 to 6:00am start time)

_The Yerba Mate Co. is a second chance equal opportunity employer. All qualified applicants will be considered for employment without unlawful discrimination based on race, color, creed, national origin, gender identity, age, disability, marital status, sexual orientation, military status, citizenship status, unemployment status, or prior record of arrest or conviction. Justice system involved applicants are encouraged to apply._

Job Type: Full-time

Pay: $40,000.00 per hour

Benefits:
401(k)
401(k) Matching
Dental Insurance
Health Insurance
Paid Time Off
Vision Insurance
Schedule:
Day shift
Monday to Friday
Experience:
Merchandising: 1 year (Preferred)
Route Sales: 1 year (Preferred)
Grocery Retail: 1 year (Preferred)
License:
Driver's License (Required)
Work Location:
Multiple locations
Pay Frequency:
Bi weekly or Twice monthly
This Job Is:
A “Fair Chance” job (you or the employer follow Fair Chance hiring practices when performing background checks)
Company's website:
www.guayaki.com
Company's Facebook page:
Facebook.com/guayaki
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
No",3.4,"Guayaki Yerba Mate Organic
3.4","San Francisco, CA",-1,1 to 50 Employees,-1,Company - Public,Food & Beverage Manufacturing,Manufacturing,$5 to $10 million (USD),-1
23,Windows & Doors Sales / Business Development,$46K-$83K (Glassdoor est.),"Cooritalia is a growing Architectural Products company that is based in San Francisco. It has two divisions, Windows & Doors and Architectural Elements. *
The Windows & Doors Division supplies Steel, Bronze, Aluminum and Wood Windows and Doors for High End Residential and Commercial Construction projects throughout the USA.

Our Sales Team now needs a Business Development Manager to drive Lead and Opportunity Generation

Position Description:

You will drive appointments with top architectural firms and contractors to identify upcoming projects where Cooritalia products could be used.

Primary Tasks:
Prospect new and service existing client contacts.
Schedule and execute presentations to Architects and Contractors in your area
Account management of existing contacts
Possible Project Management (coordination with manufacturing)
Strategic planning
Update CRM and Project Management Software
Essential Skills:
At least 8 years’ experience with Luxury Window and Door Sales ( >$200K per project minimum). You have worked with Steel, Bronze, Wood, Aluminum European brands, like Vitrocsa, Skyframe, Albertini.
Proven relationships with High End Residential Californian Architects and Builders
Experience in Construction Blueprint take off either on screen or printed.
Good Knowledge of Excel
Superior organizational and time management skills
Skilled at working independently without supervision, but able to meet deadlines and anticipate issues, bottlenecks, etc.
Job Type: Full-time

Benefits:
401(k)
401(k) Matching
Dental Insurance
Health Insurance
Paid Time Off
Vision Insurance
Experience:
Architectural High Value Sales: 8 years (Preferred)
Fenestration business development: 8 years (Preferred)
Additional Compensation:
Commission
Work Location:
Multiple locations
Schedule:
Monday to Friday
Company's website:
www.cooritalia.com",-1,CoorItalia,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,-1
